Year of YearDate	Local Health District	Locality	Bachelor's degree or higher (B23006)	Cost Burdened Households	Home Ownership Rate	Housing units with a mortgage- 30.0% + (DP04)	Housing units without a mortgage - 30.0% + (DP04)	LEP Pop2	LEP Population (S1601)	Less than high school graduate (B23006)	Occupied housing units (DP04)	Occupied rentals - 30.0% + (DP04)	Owner-occupied housing units (DP04)	PopEst Total Population	Population 18-64 (DP05)	Population 65+ (DP05)	Population Under 18 (DP05)	Total Population 25-64 (B23006)	Total Population 5+ (S1601)	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma	Voter Turnout	Voter Turnout2	WCRegion	WCRegion_ID	# Unemployed (LMI)	0-17 Poverty Count (SAIPE)	0-17 Poverty Universe (SAIPE)	ACS Year	AHEC_ID	Arrests per 1,000 Residents	Arrests per 1,000 Residents - % of Va. Total	Average earnings per job (dollars) (BEA)	BEA Combined with:	BEA_fips	BEAFIPS	Below poverty level; 18 to 64 years (S1701)	Below poverty level; 65+ (S1701)	Below poverty level; Population for whom poverty status is determined (S1701)	Below poverty level; Under 18 years (S1701)	CBSA Code	Children in Poverty	Civilian noninstitutionalized population (S2701)	COVF_ID	CSB_ID	Education Enrollment (Dept of Ed)	Education Expenditures (Dept of Ed)	Education Spending per Student	Education Spending per Student - % of Va. Total	ERSTypology_ID	FIPS	Fips (2017 Sdoh)	Geography Year Sum	HSARegion_ID	Income maintenance benefits (BEA)	Information	Instructions	Insured: 18-64 (SAHIE)	Insured: Under 65 (SAHIE)	Labor Force (LMI)	LHD Year Sum	LHD_ID	Locality (2017 SDOH)	Locality Year Sum 5yr%	Locality Year Sum Ann%	Locality Year Sum Ann$	Mean income (dollars) per person (S1902)	Measure Selector - 5yr%	Measure Selector - Ann%	Measure Selector - Ann$	Per Capita Income	Per Capita Income - % of Va. Total	Per Capita Income Maintenance Benefits	Per capita income maintenance benefits (BEA)	Per capita personal income (BEA)	Per Job Income	Personal income (thousands of dollars) (BEA)	PlanningDistrict_ID	PlanningDistrict_Label	Population (BEA)	Population 18-64 (S1701)	Population 18-64 (SAHIE)	Population 65 + (S1701)	Population below 200% FPL	Population for whom poverty status is determined (S1701)	Population in Poverty	Population Under 65 (SAHIE)	Poverty Count (SAIPE)	Poverty Universe (SAIPE)	RUCC_2013_Label	SAHIE Population under 18	SAHIE Uninsured Children	State	Total Employment; Number of Jobs (BEA)	Total Group A Offenses (Crime Report)	Total Housing Units (DP05)	Total Population (DP05)	Total population (S1902)	Total Population Estimate (CB)	Total Population; Under 18 years (S1701)	Total Voting Age Citizens (Voting)	Total; All Individuals below: - 200 %+ FPL (S1701)	Unemployment Rate	Uninsured Children	Uninsured population (S2701)	Uninsured Population2	Uninsured: 18-64 (SAHIE)	Uninsured: Under 65 (SAHIE)	Virginia Year Sum	Virginia Year Sum (Values)	Virginia Year Sum Ann%	WIA_ID	WIA_Label	Year	YearDate
2015	West Piedmont	Franklin	6193	27%	77%	3262	858	2%	828	3625	23189	2063	17950	56315	33920	11246	11149	29189	53608	60%	21%	12%	16175	36%	Southside	Southside	1235	2046	10702	2011	7	17	1	34812	NA	51067	51067	4542	885	8123	2696	40220	19%	55986	8	29	7427.06	79239743.92	$10,669	$1	0	51067	51067	4097083.7%	3	40080	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	27643	37598	26414	26.3%	34	Franklin County	26.7%	19%	$34,812	25219	27%	19%	$34,812	$37,232	67%	$713	713	37232	$34,812	2093522	12	West Piedmont	56229	32671	32341	11033	37%	54678	13%	43037	7181	54754	Metro - Counties in metro areas of 250,000 to 1 million population	10696	741	Virginia	22438	978	29419	56315	56315	56229	10974	44355	20263	5%	7%	7329	13%	4698	5439	31.9%	$60,138.67	15%	3	Area III	2015	1/1/2015 12:00:00 AM
2015	Piedmont	Buckingham	1034	27%	78%	771	168	1%	198	1768	5603	584	4347	17068	11016	2730	3322	9581	16154	65%	11%	18%	2742	20%	Southside	Southside	373	854	3110	2011	6	14	1	40946	NA	51029	51029	1412	432	2867	1023	16820	27%	15040	1	9	2096.9	22764578.14	$10,856	$1	4	51029	51029	4622435.6%	4	15542	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7397	10305	6286	29.3%	22	Buckingham County	27.2%	27%	$40,946	18204	27%	27%	$40,946	$27,474	78%	$914	914	27474	$40,946	466942	14	Commonwealth R.C.	16996	9117	8909	2628	37%	15010	20%	12014	3000	14835	Metro - Counties in metro areas of fewer than 250,000 population	3105	197	Virginia	4924	234	7263	17068	17068	16996	3265	13625	5585	6%	6%	2374	14%	1512	1709	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Piedmont	Charlotte	901	28%	69%	448	272	0%	45	1023	4723	607	3281	12313	7175	2452	2686	6097	11635	58%	15%	17%	1964	20%	Southside	Southside	299	721	2540	2011	6	13	1	32097	NA	51037	51037	1399	370	2589	820	31370	28%	12175	5	9	1946.8	23065492.32	$11,848	$1	0	51037	51037	4622435.6%	4	13284	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	5734	8064	5244	29.3%	22	Charlotte County	28.1%	28%	$32,097	18719	28%	28%	$32,097	$32,369	62%	$1,091	1091	32369	$32,097	394155	14	Commonwealth R.C.	12177	7106	7022	2401	50%	12138	19%	9530	2310	12012	Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area	2508	178	Virginia	5043	159	6298	12313	12313	12177	2631	9585	6129	6%	7%	1996	15%	1288	1466	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Piedmont	Cumberland	620	31%	72%	645	180	0%	29	890	4012	410	2893	9859	5914	1835	2110	4965	9291	60%	12%	18%	1937	25%	Southside	Southside	234	610	1981	2011	6	11	1	36827	NA	51049	51049	969	264	1996	763	31370	31%	9859	1	9	1411.13	15402177.05	$10,915	$1	0	51049	51049	4622435.6%	4	9393	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	4879	6726	4549	29.3%	22	Cumberland County	30.8%	31%	$36,827	22860	31%	31%	$36,827	$34,419	71%	$969	969	34419	$36,827	333722	14	Commonwealth R.C.	9696	5914	5786	1835	42%	9759	20%	7747	1896	9692	Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area	1961	114	Virginia	2289	102	4650	9859	9859	9696	2010	7750	4093	5%	6%	1781	13%	907	1021	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Crater	Surry	853	20%	80%	256	139	0%	9	434	2668	151	2134	6823	4281	1236	1306	3708	6484	63%	23%	12%	3061	56%	Southside	Southside	188	244	1222	2011	6	10	1	82707	NA	51181	51181	536	91	881	254	31370	20%	6823	3	28	871.69	15477899.44	$17,756	$2	0	51181	51181	4622435.6%	4	5505	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	3651	4795	3712	33.2%	9	Surry County	20.5%	20%	$82,707	24660	20%	20%	$82,707	$40,509	158%	$825	825	40509	$82,707	270197	19	Crater	6670	4281	4180	1236	33%	6823	13%	5392	874	6699	Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area	1212	68	Virginia	3352	66	3497	6823	6823	6670	1306	5485	2267	5%	6%	1005	11%	529	597	31.9%	$60,138.67	15%	15	Area XV	2015	1/1/2015 12:00:00 AM
2015	West Piedmont	Patrick	1284	24%	77%	721	358	2%	291	1413	7790	762	5974	18264	10622	4327	3315	9411	17587	58%	14%	15%	4241	29%	Southside	Southside	414	813	3183	2011	7	13	1	30938	NA	51141	51141	2145	552	3818	1121	31370	26%	18037	5	29	2858.85	26986820.86	$9,440	$1	3	51141	51141	4097083.7%	3	16980	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8594	11552	7629	26.3%	34	Patrick County	23.6%	26%	$30,938	19311	24%	26%	$30,938	$30,738	59%	$941	941	30738	$30,938	554541	12	West Piedmont	18041	10553	10268	4169	46%	18022	17%	13434	3010	17739	Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area	3166	208	Virginia	7730	241	10085	18264	18264	18041	3300	14685	8315	5%	7%	2759	14%	1674	1882	31.9%	$60,138.67	15%	17	Area XVII	2015	1/1/2015 12:00:00 AM
2015	Piedmont	Lunenburg	889	27%	74%	535	211	2%	262	1527	4516	454	3326	12558	7763	2397	2398	6733	11956	62%	13%	23%	2106	21%	Southside	Southside	270	655	2258	2011	6	14	1	35697	NA	51111	51111	1289	355	2279	635	31370	29%	11191	5	9	1594.14	16290127.46	$10,219	$1	4	51111	51111	4622435.6%	4	12491	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	5401	7468	5278	29.3%	22	Lunenburg County	26.6%	29%	$35,697	18428	27%	29%	$35,697	$30,874	68%	$1,012	1012	30874	$35,697	380887	14	Commonwealth R.C.	12337	6447	6569	2353	48%	11138	21%	8810	2390	11320	Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area	2241	174	Virginia	3919	171	5933	12558	12558	12337	2338	9940	5367	5%	8%	1732	15%	1168	1342	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Piedmont	Nottoway	1338	40%	65%	702	237	2%	286	1528	5589	1299	3651	15711	9741	2810	3160	8338	14808	62%	16%	18%	3646	30%	Southside	Southside	323	886	3084	2011	6	14	1	41068	NA	51135	51135	2212	449	3444	783	31370	29%	14489	5	9	2307.66	22091546.6	$9,573	$1	4	51135	51135	4622435.6%	4	17895	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	6522	9380	7121	29.3%	22	Nottoway County	40.0%	29%	$41,068	18917	40%	29%	$41,068	$35,885	79%	$1,143	1143	35885	$41,068	561635	14	Commonwealth R.C.	15651	8769	7808	2630	48%	14268	24%	10854	3179	13434	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	3046	188	Virginia	7742	225	6699	15711	15711	15651	2869	12200	6868	5%	6%	1806	14%	1286	1474	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Piedmont	Prince Edward	2493	25%	65%	729	256	2%	354	1405	7409	836	4801	23022	15890	3445	3687	9463	22094	69%	26%	15%	4194	22%	Southside	Southside	630	1053	3617	2011	6	15	1	39673	NA	51147	51147	2635	421	3883	827	31370	29%	22299	5	9	2149.81	24258833.04	$11,284	$1	4	51147	51147	4622435.6%	4	21580	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	9920	13324	10047	29.3%	22	Prince Edward County	24.6%	29%	$39,673	17901	25%	29%	$39,673	$28,978	76%	$929	929	28978	$39,673	672890	14	Commonwealth R.C.	23221	11595	11809	3265	48%	18487	22%	15400	4172	18711	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	3591	187	Virginia	11878	341	9269	23022	23022	23221	3627	18900	8848	6%	5%	2721	13%	1889	2076	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Southside	Brunswick	1256	34%	73%	816	435	1%	170	1759	5916	732	4319	16930	10815	3082	3033	8998	16207	64%	14%	20%	4388	32%	Southside	Southside	431	821	2810	2011	6	9	1	36016	NA	51025	51025	1777	443	3298	1078	31370	29%	15216	5	37	1824.93	21114093	$11,570	$1	0	51025	51025	4622435.6%	4	19729	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7268	9891	6325	28.9%	30	Brunswick County	33.5%	29%	$36,016	18245	34%	29%	$36,016	$31,605	69%	$1,198	1198	31605	$36,016	520627	13	Southside	16473	8850	8586	2995	41%	14829	22%	11362	3212	14507	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	2776	153	Virginia	5762	146	8158	16930	16930	16473	2984	13755	6033	7%	6%	2041	13%	1318	1471	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Southside	Halifax	3167	27%	72%	1554	753	1%	389	2475	14300	1538	10344	35506	20472	7518	7516	17803	33711	58%	18%	14%	9117	33%	Southside	Southside	966	1838	7176	2011	6	14	1	39317	NA	51083	51083	3677	1094	6675	1904	31370	26%	34794	5	37	5460.54	53740591.85	$9,842	$1	0	51083	51083	4622435.6%	4	39668	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	16632	23367	15181	28.9%	30	Halifax County	26.9%	26%	$39,317	19782	27%	26%	$39,317	$34,025	75%	$1,129	1129	34025	$39,317	1195246	13	Southside	35128	20067	19611	7227	45%	34747	17%	26709	5791	34303	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	7098	363	Virginia	16554	497	18057	35506	35506	35128	7453	27800	15596	6%	5%	5204	13%	2979	3342	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Crater	Greensville	588	29%	72%	371	243	1%	137	1453	3486	397	2495	11760	8110	1715	1935	7092	11256	69%	8%	20%	3113	32%	Southside	Southside	225	534	1861	2011	6	11	1	39816	Emporia	51923	51923	813	151	1490	526	31370	29%	7564	5	28	2527.15	26123626.2	$10,337	$1	3	51081	51081	4622435.6%	4	21744	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	4230	5987	4167	33.2%	9	Greensville County	29.0%	29%	$39,816	14450	29%	29%	$39,816	$30,067	76%	$1,253	1253	30067	$39,816	521700	19	Crater	17351	4078	4858	1586	47%	7553	28%	6693	2350	8423	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	1835	78	Virginia	9525	125	4122	11760	11760	11869	1889	9635	3543	5%	4%	711	11%	628	706	31.9%	$60,138.67	15%	15	Area XV	2015	1/1/2015 12:00:00 AM
2015	Crater	Emporia City	554	42%	43%	206	91	4%	207	547	2459	748	1050	5672	3304	1053	1315	2877	5373	58%	19%	19%	1484	36%	Southside	Southside	156	515	1344	2011	6	52	4		Greensville County	51923	51923	1001	214	1907	692	31370	38%	5457	5	28					3	51595	51595	4622435.6%	4		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	2676	3947	2242	33.2%	9	Emporia City	42.5%	38%		20417	42%	38%									19	Crater		3259	3165	883	54%	5457	23%	4481	1183	5249	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	1316	45	Virginia		285	2686	5672	5672	5482	1315	4180	2966	7%	3%	1140	12%	489	534	31.9%	$60,138.67	15%	15	Area XV	2015	1/1/2015 12:00:00 AM
2015	Western Tidewater	Southampton	1513	31%	70%	826	336	0%	29	1592	6682	883	4656	18410	11638	3169	3603	10228	17500	63%	15%	16%	2725	19%	Southside	Southside	369	713	3409	2011	2	8	1	35995	Franklin	51949	51949	1447	336	2649	866	31370	21%	16872	5	40	2768.8	29558791.68	$10,676	$1	4	51175	51175	5483826.6%	5	28519	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8484	11670	9186	35.4%	35	Southampton County	30.6%	21%	$35,995	23259	31%	21%	$35,995	$34,707	69%	$1,074	1074	34707	$35,995	921614	20	20	26554	10439	9886	2855	35%	16852	15%	13274	2481	16371	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	3388	202	Virginia	11405	138	7529	18410	18410	18167	3558	14690	5890	4%	6%	2359	12%	1402	1604	31.9%	$60,138.67	15%	16	Area XVI	2015	1/1/2015 12:00:00 AM
2015	Western Tidewater	Franklin City	1152	50%	48%	499	93	0%	9	673	3453	1123	1648	8457	4897	1475	2085	4226	7863	58%	27%	16%	683	11%	Southside	Southside	242	756	2146	2011	2	45	3		Southampton County	51949	51949	951	141	1762	670	31370	35%	8327	3	40	1184.31	16733639.05	$14,129	$1	4	51620	51620	5483826.6%	5		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	4041	6040	3604	35.4%	35	Franklin City	49.7%	35%		21621	50%	35%									20	20		4866	4810	1386	47%	8321	19%	6904	1622	8357	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	2094	95	Virginia		378	3888	8457	8457	8387	2069	6270	3909	7%	5%	1260	13%	769	864	31.9%	$60,138.67	15%	16	Area XVI	2015	1/1/2015 12:00:00 AM
2015	Southside	Mecklenburg	2710	29%	74%	1705	647	1%	326	2657	12482	1263	9242	31555	18283	7190	6082	15927	30130	58%	17%	17%	6696	27%	Southside	Southside	766	1590	5790	2011	6	15	1	35495	NA	51117	51117	3275	1030	5975	1670	31370	27%	30192	5	37	4545.64	44710929.15	$9,836	$1	0	51117	51117	4622435.6%	4	32263	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	14188	19531	12500	28.9%	30	Mecklenburg County	29.0%	27%	$35,495	20618	29%	27%	$35,495	$33,933	68%	$1,040	1040	33933	$35,495	1052294	13	Southside	31011	17316	17159	6796	45%	30159	20%	22883	6140	30140	Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area	5724	381	Virginia	15797	450	18661	31555	31555	31011	6047	25135	13714	6%	7%	4229	15%	2971	3352	31.9%	$60,138.67	15%	8	Area VIII	2015	1/1/2015 12:00:00 AM
2015	Pittsylvania-Danville	Pittsylvania	5231	25%	77%	3199	1112	1%	706	4582	26204	2188	20121	62794	38032	12043	12719	33485	59880	61%	16%	14%	14418	29%	Southside	Southside	1596	3116	12192	2011	7	9	1	39067	Danville	51939	51939	5623	1139	9944	3182	19260	26%	61986	5	11	9244.55	86067282.99	$9,310	$1	0	51143	51143	4097083.7%	3	127166	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	31100	42618	30033	27.5%	23	Pittsylvania County	24.8%	26%	$39,067	21667	25%	26%	$39,067	$34,343	75%	$1,220	1220	34343	$39,067	3578769	12	West Piedmont	104208	37416	36440	11892	40%	61869	17%	48552	10471	61084	Nonmetro - Urban population of 20,000 or more, adjacent to a metro area	12112	594	Virginia	51296	558	31366	62794	62794	62079	12561	49485	24831	5%	5%	7524	12%	5340	5934	31.9%	$60,138.67	15%	17	Area XVII	2015	1/1/2015 12:00:00 AM
2015	Pittsylvania-Danville	Danville City	4223	31%	54%	1483	618	2%	631	3258	18559	3731	10013	42450	25031	8192	9227	21017	39726	59%	20%	16%	5184	16%	Southside	Southside	1381	3590	9117	2011	7	45	3		Pittsylvania County	51939	51939	5386	1027	9629	3216	19260	39%	41309	5	11	6268.34	67084450.07	$10,702	$1	0	51590	51590	4097083.7%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	20144	28697	19095	27.5%	23	Danville City	31.4%	39%		20933	31%	39%									12	West Piedmont		24116	23595	7614	50%	40661	23%	32523	9524	40534	Nonmetro - Urban population of 20,000 or more, adjacent to a metro area	8928	375	Virginia		1898	22376	42450	42450	42129	8931	32565	20196	7%	4%	5185	12%	3451	3826	31.9%	$60,138.67	15%	17	Area XVII	2015	1/1/2015 12:00:00 AM
2015	West Piedmont	Martinsville City	1273	36%	53%	559	242	1%	135	983	5857	1305	3096	13624	7799	2778	3047	6735	12726	57%	19%	15%	2250	22%	Southside	Southside	471	1159	3123	2011	7	38	3		Henry County	51929	51929	1880	371	3105	854	32300	37%	13271	5	29	2292.12	26378755.99	$11,508	$1	0	51690	51690	4097083.7%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	6348	9288	5351	26.3%	34	Martinsville City	36.0%	37%		21899	36%	37%									12	West Piedmont		7633	7492	2608	50%	13177	24%	10565	3150	13296	Nonmetro - Urban population of 20,000 or more, adjacent to a metro area	3073	133	Virginia		521	7176	13624	13624	13577	2936	10330	6630	9%	4%	2120	12%	1144	1277	31.9%	$60,138.67	15%	17	Area XVII	2015	1/1/2015 12:00:00 AM
2015	West Piedmont	Henry	3423	24%	75%	2594	867	3%	1668	4662	22415	1976	16711	52580	30820	11146	10614	27027	49787	59%	13%	17%	12692	31%	Southside	Southside	1432	3109	10209	2011	7	19	1	38803	Martinsville	51929	51929	5323	937	9520	3260	32300	30%	51968	5	29	7386.99	70831341.18	$9,589	$1	0	51089	51089	4097083.7%	3	81123	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	24812	34316	22327	26.3%	34	Henry County	24.3%	30%	$38,803	20159	24%	30%	$38,803	$35,090	74%	$1,240	1240	35090	$38,803	2294798	12	West Piedmont	65398	30488	29867	10930	47%	51956	20%	39953	10057	51219	Nonmetro - Urban population of 20,000 or more, adjacent to a metro area	10086	582	Virginia	31715	975	26144	52580	52580	51821	10538	40965	24215	6%	6%	7233	14%	5055	5637	31.9%	$60,138.67	15%	17	Area XVII	2015	1/1/2015 12:00:00 AM
2015	Lenowisco	Scott	1631	22%	78%	901	449	0%	94	2074	9379	760	7289	22570	13580	4739	4251	11918	21520	60%	14%	17%	6893	38%	Southwest	Southwest	490	1002	4094	2011	8	19	1	30157	NA	51169	51169	2491	683	4406	1232	28700	24%	21949	6	27	3824.92	35501624.98	$9,282	$1	1	51169	51169	4666512.8%	3	23413	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	10990	14878	9489	23.5%	15	Scott County	22.5%	24%	$30,157	21295	22%	24%	$30,157	$30,789	58%	$1,057	1057	30789	$30,157	682295	1	Lenowisco	22160	13084	12607	4619	42%	21842	19%	16710	4096	21366	Metro - Counties in metro areas of 250,000 to 1 million population	4103	215	Virginia	7902	423	11876	22570	22570	22160	4139	18195	9192	5%	5%	2600	11%	1617	1832	31.9%	$60,138.67	15%	1	Area I	2015	1/1/2015 12:00:00 AM
2015	Mount Rogers	Washington	7458	24%	76%	2445	864	1%	282	3010	22673	2054	17273	54759	33491	10783	10485	28951	52234	61%	26%	10%	14426	33%	Southwest	Southwest	1295	2313	10186	2011	8	16	1	44916	Bristol	51953	51953	4131	952	6845	1762	28700	23%	54120	6	20	7316.92	73652273.33	$10,066	$1	0	51191	51191	4666512.8%	3	63820	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	27592	37335	26947	24.8%	18	Washington County	23.7%	23%	$44,916	25351	24%	23%	$44,916	$39,177	86%	$893	893	39177	$44,916	2799233	3	Mount Rogers	71451	32265	31735	10677	35%	53272	16%	41955	8656	52994	Metro - Counties in metro areas of 250,000 to 1 million population	10220	477	Virginia	40360	868	25704	54759	54759	54294	10330	43900	18627	5%	5%	6141	11%	4143	4620	31.9%	$60,138.67	15%	2	Area II	2015	1/1/2015 12:00:00 AM
2015	Mount Rogers	Bristol City	2336	31%	55%	440	286	1%	108	1119	7718	1669	4257	17524	10504	3365	3655	9010	16619	60%	26%	12%	773	6%	Southwest	Southwest	402	1111	3329	2011	8	19	1		Washington County	51953	51953	1994	331	3496	1171	28700	33%	17367	6	20	2303.83	23481973.42	$10,193	$1	0	51520	51520	4666512.8%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8831	12021	7503	24.8%	18	Bristol City	31.0%	33%		20777	31%	33%									3	Mount Rogers		10176	10257	3350	50%	17172	19%	13575	3260	16918	Metro - Counties in metro areas of 250,000 to 1 million population	3318	128	Virginia		333	8841	17524	17524	17157	3646	13650	8538	5%	4%	2551	11%	1426	1554	31.9%	$60,138.67	15%	2	Area II	2015	1/1/2015 12:00:00 AM
2015	New River	Radford City	2209	41%	44%	307	209	2%	275	371	5477	1743	2395	17057	13419	1366	2272	5658	16563	79%	39%	7%	2027	14%	Southwest	Southwest	469	486	2262	2011	8	23	2		Montgomery County	51933	51933	4952	207	5497	338	13980	21%	16886	8	24	1657.56	15937920.01	$9,615	$1	4	51750	51750	4666512.8%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	9683	11866	8282	29.5%	19	Radford City	41.2%	21%		15556	41%	21%									4	New River Valley		10528	10807	1318	57%	14104	33%	13071	4675	14252	Metro - Counties in metro areas of fewer than 250,000 population	2264	81	Virginia		401	6507	17057	17057	17350	2258	14615	8105	6%	4%	1475	9%	1124	1205	31.9%	$60,138.67	15%	2	Area II	2015	1/1/2015 12:00:00 AM
2015	New River	Floyd	1678	17%	78%	507	262	1%	175	909	6271	323	4872	15523	9221	3053	3249	8226	14725	59%	20%	11%	4750	39%	Southwest	Southwest	330	576	3165	2011	8	1	0	26681	NA	51063	51063	869	458	1551	224	13980	18%	15435	6	24	1988.89	19704131.26	$9,907	$1	1	51063	51063	4666512.8%	3	10641	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7884	10812	8282	29.5%	19	Floyd County	17.4%	18%	$26,681	23885	17%	18%	$26,681	$34,621	51%	$680	680	34621	$26,681	541479	4	New River Valley	15640	9212	9172	2974	32%	15435	12%	12332	1854	15522	Metro - Counties in metro areas of fewer than 250,000 population	3160	232	Virginia	5969	21	7889	15523	15523	15640	3249	12220	4872	4%	7%	1631	12%	1288	1520	31.9%	$60,138.67	15%	2	Area II	2015	1/1/2015 12:00:00 AM
2015	New River	Giles	1398	20%	76%	680	260	1%	126	1201	7230	528	5499	16907	10065	3378	3464	8701	16028	60%	16%	14%	5937	45%	Southwest	Southwest	411	591	3354	2011	8	14	1	42061	NA	51071	51071	1385	229	1891	277	13980	18%	16774	8	24	2432.76	24494675.56	$10,069	$1	3	51071	51071	4666512.8%	3	12916	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8594	11776	7933	29.5%	19	Giles County	20.3%	18%	$42,061	25241	20%	18%	$42,061	$36,691	81%	$770	770	36691	$42,061	615199	4	New River Valley	16767	10057	9911	3271	33%	16703	11%	13288	1751	16527	Metro - Counties in metro areas of fewer than 250,000 population	3377	195	Virginia	6850	234	8327	16907	16907	16767	3375	13320	5463	5%	6%	2527	11%	1317	1512	31.9%	$60,138.67	15%	2	Area II	2015	1/1/2015 12:00:00 AM
